Total,Year,residence,region,wealth_q,elderly_hoh,sex_hoh,sex_ch,mother_edu,age_in_months,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,chweight,breastmilk,cont_1223_bf
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,1.658535,100,100.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,28.0,0,0,0,0,0,100,1.658535,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,39.0,0,0,0,0,0,100,1.658535,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,1.658535,100,100.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,6.0,0,100,0,0,100,100,1.658535,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,31.0,0,0,0,0,0,100,1.658535,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,4.0,100,0,0,0,0,0,1.658535,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,8.0,0,100,0,0,100,100,1.658535,100,
Total,2000,Rural,Plain,Poorest,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: None/ECE,4.0,100,0,0,0,0,0,1.658535,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,51.0,0,0,0,0,0,100,1.658535,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,1.658535,100,100.0
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,1.642449,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,14.0,0,0,100,100,100,100,1.642449,0,0.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,31.0,0,0,0,0,0,100,1.642449,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,57.0,0,0,0,0,0,100,1.642449,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,26.0,0,0,0,0,0,100,1.642449,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,8.0,0,100,0,0,100,100,1.642449,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,52.0,0,0,0,0,0,100,1.642449,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,24.0,0,0,0,0,0,100,1.642449,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,9.0,0,0,100,0,100,100,1.642449,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,12.0,0,0,100,100,100,100,1.642449,0,0.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,53.0,0,0,0,0,0,100,1.642449,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,4.0,100,0,0,0,0,0,1.642449,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,37.0,0,0,0,0,0,100,1.626329,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,23.0,0,0,100,100,100,100,1.626329,100,100.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,52.0,0,0,0,0,0,100,1.626329,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,1.626329,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,24.0,0,0,0,0,0,100,1.626329,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,16.0,0,0,100,100,100,100,1.626329,100,100.0
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,1.626329,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,1.626329,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,6.0,0,100,0,0,100,100,1.626329,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,25.0,0,0,0,0,0,100,1.626329,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,10.0,0,0,100,0,100,100,1.626329,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,25.0,0,0,0,0,0,100,1.626329,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,10.0,0,0,100,0,100,100,1.626329,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,53.0,0,0,0,0,0,100,1.626329,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,19.0,0,0,100,100,100,100,1.624782,100,100.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,1.624782,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,34.0,0,0,0,0,0,100,1.624782,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,50.0,0,0,0,0,0,100,1.624782,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,35.0,0,0,0,0,0,100,1.624782,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,36.0,0,0,0,0,0,100,1.624782,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,7.0,0,100,0,0,100,100,1.624782,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,8.0,0,100,0,0,100,100,1.624782,100,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,9.0,0,0,100,0,100,100,1.624782,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,58.0,0,0,0,0,0,100,1.624782,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0.0,100,0,0,0,0,0,1.624782,100,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,21.0,0,0,100,100,100,100,1.624782,100,100.0
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,4.0,100,0,0,0,0,0,1.661473,100,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,23.0,0,0,100,100,100,100,1.661473,0,0.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,29.0,0,0,0,0,0,100,1.661473,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,,0,0,0,0,0,0,1.661473,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,57.0,0,0,0,0,0,100,1.661473,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0.0,100,0,0,0,0,0,1.661473,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,24.0,0,0,0,0,0,100,1.661473,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,53.0,0,0,0,0,0,100,1.661473,0,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,1.661473,100,100.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,34.0,0,0,0,0,0,100,1.661473,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,10.0,0,0,100,0,100,100,1.661473,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,23.0,0,0,100,100,100,100,1.661473,100,100.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,1.661473,100,100.0
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,1.661473,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.19862,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.19862,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,,0,0,0,0,0,0,0.19862,100,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,52.0,0,0,0,0,0,100,0.19862,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,0.19862,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,47.0,0,0,0,0,0,100,0.293224,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,29.0,0,0,0,0,0,100,0.293224,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,49.0,0,0,0,0,0,100,0.293224,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,20.0,0,0,100,100,100,100,0.293224,100,100.0
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,45.0,0,0,0,0,0,100,0.293224,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,58.0,0,0,0,0,0,100,0.293224,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,22.0,0,0,100,100,100,100,0.293224,100,100.0
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.293224,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,0.21198,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,7.0,0,100,0,0,100,100,0.21198,100,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,0.21198,100,100.0
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,49.0,0,0,0,0,0,100,0.21198,0,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,40.0,0,0,0,0,0,100,0.21198,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.21198,100,100.0
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,22.0,0,0,100,100,100,100,0.21198,0,0.0
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,28.0,0,0,0,0,0,100,0.21198,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,38.0,0,0,0,0,0,100,0.21198,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,46.0,0,0,0,0,0,100,0.21198,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,44.0,0,0,0,0,0,100,0.191274,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,41.0,0,0,0,0,0,100,0.191274,0,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,34.0,0,0,0,0,0,100,0.191274,0,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,58.0,0,0,0,0,0,100,0.191274,0,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,37.0,0,0,0,0,0,100,0.191274,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,9.0,0,0,100,0,100,100,0.191274,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,19.0,0,0,100,100,100,100,0.191274,100,100.0
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,25.0,0,0,0,0,0,100,0.191274,0,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,7.0,0,100,0,0,100,100,0.191274,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,9.0,0,0,100,0,100,100,0.191274,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.191274,0,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,,0,0,0,0,0,0,0.191274,0,
Total,2000,Urban,Coastal,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,24.0,0,0,0,0,0,100,0.191274,100,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,14.0,0,0,100,100,100,100,0.191274,100,100.0
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,31.0,0,0,0,0,0,100,0.191274,0,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.191274,100,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,57.0,0,0,0,0,0,100,0.091221,0,
Total,2000,Urban,Coastal,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,49.0,0,0,0,0,0,100,0.091221,0,
Total,2000,Urban,Coastal,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,2.0,100,0,0,0,0,0,0.091221,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,58.0,0,0,0,0,0,100,0.091221,0,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,33.0,0,0,0,0,0,100,0.091221,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,1.0,100,0,0,0,0,0,0.091221,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,29.0,0,0,0,0,0,100,0.091221,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,20.0,0,0,100,100,100,100,0.091221,100,100.0
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,11.0,0,0,100,0,100,100,0.091221,100,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,,0,0,0,0,0,0,0.091221,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,21.0,0,0,100,100,100,100,0.091221,100,100.0
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,32.0,0,0,0,0,0,100,0.091221,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,27.0,0,0,0,0,0,100,0.091221,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,11.0,0,0,100,0,100,100,0.091221,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,17.0,0,0,100,100,100,100,0.091221,100,100.0
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.091221,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,7.0,0,100,0,0,100,100,0.091221,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.091221,100,100.0
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,26.0,0,0,0,0,0,100,0.091221,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,7.0,0,100,0,0,100,100,0.091221,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.091221,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.091221,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,42.0,0,0,0,0,0,100,0.216001,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.216001,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,9.0,0,0,100,0,100,100,0.216001,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,10.0,0,0,100,0,100,100,0.216001,100,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,41.0,0,0,0,0,0,100,0.216001,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,24.0,0,0,0,0,0,100,0.216001,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,25.0,0,0,0,0,0,100,0.216001,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,10.0,0,0,100,0,100,100,0.216001,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0.0,100,0,0,0,0,0,0.216001,100,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,46.0,0,0,0,0,0,100,0.216001,0,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,0.216001,100,100.0
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,49.0,0,0,0,0,0,100,0.216001,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,40.0,0,0,0,0,0,100,0.216001,0,
Total,2000,Urban,Coastal,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,19.0,0,0,100,100,100,100,0.223362,100,100.0
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.223362,0,
Total,2000,Urban,Coastal,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,6.0,0,100,0,0,100,100,0.223362,100,
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,58.0,0,0,0,0,0,100,0.223362,0,
Total,2000,Urban,Coastal,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,34.0,0,0,0,0,0,100,0.223362,100,
Total,2000,Urban,Coastal,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.223362,0,0.0
Total,2000,Urban,Coastal,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,17.0,0,0,100,100,100,100,0.223362,100,100.0
Total,2000,Urban,Coastal,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,3.0,100,0,0,0,0,0,0.223362,100,
Total,2000,Rural,Coastal,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,23.0,0,0,100,100,100,100,0.190374,100,100.0
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,8.0,0,100,0,0,100,100,0.190374,100,
Total,2000,Rural,Coastal,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,41.0,0,0,0,0,0,100,0.190374,0,
Total,2000,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.190374,100,
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,46.0,0,0,0,0,0,100,0.190374,0,
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,35.0,0,0,0,0,0,100,0.190374,0,
Total,2000,Rural,Coastal,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,16.0,0,0,100,100,100,100,0.190374,100,100.0
Total,2000,Rural,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,30.0,0,0,0,0,0,100,0.190374,0,
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,8.0,0,100,0,0,100,100,0.190374,100,
Total,2000,Rural,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,36.0,0,0,0,0,0,100,0.190374,0,
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,29.0,0,0,0,0,0,100,0.190374,0,
Total,2000,Rural,Coastal,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,49.0,0,0,0,0,0,100,0.190374,0,
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.190374,100,100.0
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,28.0,0,0,0,0,0,100,0.190374,0,
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,23.0,0,0,100,100,100,100,0.190374,100,100.0
Total,2000,Rural,Coastal,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.190374,100,
Total,2000,Rural,Coastal,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,0.190374,100,
Total,2000,Rural,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,57.0,0,0,0,0,0,100,0.135826,0,
Total,2000,Rural,Coastal,Rich,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.135826,100,
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,0.135826,100,100.0
Total,2000,Rural,Coastal,Rich,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,29.0,0,0,0,0,0,100,0.135826,100,
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,12.0,0,0,100,100,100,100,0.135826,0,0.0
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.135826,100,
Total,2000,Rural,Coastal,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,52.0,0,0,0,0,0,100,0.135826,0,
Total,2000,Rural,Coastal,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.135826,100,
Total,2000,Rural,Coastal,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,44.0,0,0,0,0,0,100,0.135826,0,
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,4.0,100,0,0,0,0,0,0.135826,100,
Total,2000,Rural,Coastal,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,3.0,100,0,0,0,0,0,0.135826,100,
Total,2000,Rural,Coastal,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,9.0,0,0,100,0,100,100,0.135826,100,
Total,2000,Rural,Coastal,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,28.0,0,0,0,0,0,100,0.135826,100,
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,1.0,100,0,0,0,0,0,0.135826,100,
Total,2000,Rural,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.135826,0,
Total,2000,Rural,Coastal,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,,0,0,0,0,0,0,0.135826,0,
