Total,Year,residence,region,wealth_q,elderly_hoh,sex_hoh,sex_ch,mother_edu,age_in_months,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,chweight,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,16.0,0,0,100,100,100,100,0.78212,0,0,0,,0.0,100,0,0,100,100,100,0,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,6.0,0,100,0,0,100,100,0.78212,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,2.0,100,0,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,32.0,0,0,0,0,0,100,0.78212,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,21.0,0,0,100,100,100,100,0.768331,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,17.0,0,0,100,100,100,100,0.768331,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.768331,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,23.0,0,0,100,100,100,100,0.768331,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,43.0,0,0,0,0,0,100,0.768331,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,34.0,0,0,0,0,0,100,0.768331,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.768331,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,51.0,0,0,0,0,0,100,0.768331,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.768331,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,22.0,0,0,100,100,100,100,0.768331,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,27.0,0,0,0,0,0,100,0.768331,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,24.0,0,0,0,0,0,100,0.768331,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.793113,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.793113,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,32.0,0,0,0,0,0,100,0.793113,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,51.0,0,0,0,0,0,100,0.793113,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.793113,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,,0,0,0,0,0,0,0.793113,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,51.0,0,0,0,0,0,100,0.793113,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,7.0,0,100,0,0,100,100,0.793113,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,56.0,0,0,0,0,0,100,0.793113,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,19.0,0,0,100,100,100,100,0.793113,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,57.0,0,0,0,0,0,100,0.793113,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,13.0,0,0,100,100,100,100,0.793113,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,37.0,0,0,0,0,0,100,0.793113,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,15.0,0,0,100,100,100,100,0.793113,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,9.0,0,0,100,0,100,100,0.793113,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.881249,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,3.0,100,0,0,0,0,0,0.881249,100,0,100,0.0,,0,0,100,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,5.0,100,0,0,0,0,0,0.881249,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,56.0,0,0,0,0,0,100,0.881249,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,30.0,0,0,0,0,0,100,0.881249,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,57.0,0,0,0,0,0,100,0.881249,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.881249,100,0,0,,100.0,100,0,0,100,100,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,23.0,0,0,100,100,100,100,0.881249,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.881249,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,59.0,0,0,0,0,0,100,0.881249,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,31.0,0,0,0,0,0,100,0.881249,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,54.0,0,0,0,0,0,100,0.881249,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,44.0,0,0,0,0,0,100,0.785079,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,29.0,0,0,0,0,0,100,0.785079,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0.0,100,0,0,0,0,0,0.785079,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.785079,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,4.0,0,100,100,0,100.0,100,0,0,100.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,54.0,0,0,0,0,0,100,0.785079,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,0.785079,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,5.0,0,100,100,0,100.0,100,0,0,100.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,57.0,0,0,0,0,0,100,0.785079,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,30.0,0,0,0,0,0,100,0.785079,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,30.0,0,0,0,0,0,100,0.785079,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,0.734674,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,0.734674,100,0,0,0.0,,100,0,0,0,0,0,0,,,,,2.0,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,51.0,0,0,0,0,0,100,0.734674,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,10.0,0,0,100,0,100,100,0.734674,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.734674,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,21.0,0,0,100,100,100,100,0.734674,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.734674,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.734674,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,37.0,0,0,0,0,0,100,0.734674,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,0.734674,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,25.0,0,0,0,0,0,100,0.734674,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.734674,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,0.734674,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,2.0,100,0,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,31.0,0,0,0,0,0,100,0.734674,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,29.0,0,0,0,0,0,100,0.951743,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,33.0,0,0,0,0,0,100,0.951743,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,40.0,0,0,0,0,0,100,0.951743,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,20.0,0,0,100,100,100,100,0.951743,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,15.0,0,0,100,100,100,100,0.951743,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,36.0,0,0,0,0,0,100,0.951743,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,41.0,0,0,0,0,0,100,0.951743,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,5.0,100,0,0,0,0,0,0.951743,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,24.0,0,0,0,0,0,100,0.951743,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.951743,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,5.0,100,0,100,0,100.0,100,0,0,100.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,9.0,0,0,100,0,100,100,0.951743,100,0,0,,,100,0,0,0,100,100,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,17.0,0,0,100,100,100,100,0.951743,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,0.951743,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.951743,100,0,0,,,100,0,0,100,100,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,45.0,0,0,0,0,0,100,0.951743,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,17.0,0,0,100,100,100,100,0.951743,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.712302,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,34.0,0,0,0,0,0,100,0.712302,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,18.0,0,0,100,100,100,100,0.712302,100,0,0,,100.0,100,0,0,0,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,28.0,0,0,0,0,0,100,0.712302,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,23.0,0,0,100,100,100,100,0.712302,0,0,0,,0.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.712302,100,0,0,,100.0,100,0,0,100,100,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,9.0,0,0,100,0,100,100,0.712302,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,30.0,0,0,0,0,0,100,0.712302,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,42.0,0,0,0,0,0,100,0.712302,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,32.0,0,0,0,0,0,100,0.712302,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,3.0,100,0,0,0,0,0,0.712302,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,6.0,0,100,0,0,100,100,1.343748,100,0,0,,,100,0,0,0,100,0,0,0.0,,,,4.0,100,0,100,0,100.0,0,0,0,0.0
Total,2010,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,36.0,0,0,0,0,0,100,1.343748,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poorest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,10.0,0,0,100,0,100,100,1.343748,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,27.0,0,0,0,0,0,100,1.343748,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Middle,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,59.0,0,0,0,0,0,100,1.343748,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,48.0,0,0,0,0,0,100,1.343748,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,17.0,0,0,100,100,100,100,1.343748,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,31.0,0,0,0,0,0,100,1.343748,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,12.0,0,0,100,100,100,100,1.343748,100,0,0,,100.0,100,0,0,100,0,0,100,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2010,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,5.0,100,0,0,0,0,0,1.343748,100,0,0,0.0,,100,0,100,0,0,0,0,,,2.0,,4.0,0,0,100,0,,0,100,0,
Total,2010,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,1.343748,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,16.0,0,0,100,100,100,100,1.343748,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,5.0,0,100,100,0,100.0,0,0,0,0.0
Total,2010,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,43.0,0,0,0,0,0,100,1.343748,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,58.0,0,0,0,0,0,100,1.343748,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,23.0,0,0,100,100,100,100,1.36647,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,46.0,0,0,0,0,0,100,1.36647,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,34.0,0,0,0,0,0,100,1.36647,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,12.0,0,0,100,100,100,100,1.36647,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,5.0,0,100,100,0,100.0,100,0,0,100.0
